"id"	"sl"	"tl"	"subcorpus"	"year"	"type"	"type_adv"	"phase"	"tokens"	"sents"
"DE-DA_1996_0048"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2011	88
"DE-DA_1996_0049"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2030	85
"DE-DA_1996_0051"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2012	90
"DE-DA_1996_0053"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2010	87
"DE-DA_1996_0054"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2007	88
"DE-DA_1996_0056"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2027	90
"DE-DA_1996_0057"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2015	86
"DE-DA_1996_0060"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2018	76
"DE-DA_1996_0062"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2001	77
"DE-DA_1996_0063"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2003	95
"DE-DA_1996_0064"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2034	86
"DE-DA_1996_0065"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2054	76
"DE-DA_1996_0066"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2008	70
"DE-DA_1996_0068"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2019	91
"DE-DA_1996_0069"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2036	77
"DE-DA_1996_0070"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2018	75
"DE-DA_1996_0071"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2012	76
"DE-DA_1996_0072"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2012	90
"DE-DA_1996_0073"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2015	86
"DE-DA_1996_0074"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2022	85
"DE-DA_1996_0075"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2027	97
"DE-DA_1996_0079"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2005	96
"DE-DA_1996_0080"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2016	76
"DE-DA_1996_0081"	"DE"	"DA"	"DE-DA"	"1996"	"TRANS"	"T_DIR"	"BEFORE"	2033	79
"DE-DA_1997_0001"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2020	91
"DE-DA_1997_0003"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2011	86
"DE-DA_1997_0006"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2012	98
"DE-DA_1997_0007"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2014	74
"DE-DA_1997_0008"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2020	92
"DE-DA_1997_0009"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2016	75
"DE-DA_1997_0010"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	97
"DE-DA_1997_0011"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2023	89
"DE-DA_1997_0012"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	86
"DE-DA_1997_0014"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2013	74
"DE-DA_1997_0015"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2045	79
"DE-DA_1997_0016"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	83
"DE-DA_1997_0017"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2001	91
"DE-DA_1997_0018"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2009	95
"DE-DA_1997_0020"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	94
"DE-DA_1997_0021"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2015	97
"DE-DA_1997_0023"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2022	79
"DE-DA_1997_0024"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2027	85
"DE-DA_1997_0025"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	80
"DE-DA_1997_0026"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	69
"DE-DA_1997_0027"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2007	100
"DE-DA_1997_0028"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2013	83
"DE-DA_1997_0030"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2038	83
"DE-DA_1997_0032"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2011	100
"DE-DA_1997_0033"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2013	82
"DE-DA_1997_0034"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2022	82
"DE-DA_1997_0035"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	95
"DE-DA_1997_0036"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2014	90
"DE-DA_1997_0037"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2035	80
"DE-DA_1997_0038"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2007	88
"DE-DA_1997_0039"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	105
"DE-DA_1997_0040"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2005	114
"DE-DA_1997_0041"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2001	87
"DE-DA_1997_0042"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2064	95
"DE-DA_1997_0043"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2014	86
"DE-DA_1997_0044"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2011	94
"DE-DA_1997_0045"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2008	68
"DE-DA_1997_0047"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2031	99
"DE-DA_1997_0048"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2008	84
"DE-DA_1997_0049"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2001	73
"DE-DA_1997_0051"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2018	77
"DE-DA_1997_0052"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2009	81
"DE-DA_1997_0053"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2016	82
"DE-DA_1997_0054"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2003	88
"DE-DA_1997_0055"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2002	85
"DE-DA_1997_0056"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	74
"DE-DA_1997_0057"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	88
"DE-DA_1997_0058"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2032	98
"DE-DA_1997_0061"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2003	91
"DE-DA_1997_0062"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2032	84
"DE-DA_1997_0064"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2018	99
"DE-DA_1997_0065"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2022	91
"DE-DA_1997_0066"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	76
"DE-DA_1997_0067"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2007	86
"DE-DA_1997_0068"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2015	78
"DE-DA_1997_0071"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	93
"DE-DA_1997_0073"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2022	97
"DE-DA_1997_0074"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2027	81
"DE-DA_1997_0076"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2012	97
"DE-DA_1997_0077"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2012	89
"DE-DA_1997_0078"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2003	101
"DE-DA_1997_0082"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2007	81
"DE-DA_1997_0084"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2011	94
"DE-DA_1997_0086"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2030	90
"DE-DA_1997_0088"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2021	95
"DE-DA_1997_0090"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2008	85
"DE-DA_1997_0092"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2001	87
"DE-DA_1997_0093"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2011	77
"DE-DA_1997_0094"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2008	82
"DE-DA_1997_0095"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2074	84
"DE-DA_1997_0096"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	72
"DE-DA_1997_0097"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	91
"DE-DA_1997_0098"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	75
"DE-DA_1997_0099"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2012	86
"DE-DA_1997_0100"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2028	74
"DE-DA_1997_0101"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2014	83
"DE-DA_1997_0102"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2008	72
"DE-DA_1997_0103"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	86
"DE-DA_1997_0104"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2015	85
"DE-DA_1997_0105"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2012	92
"DE-DA_1997_0106"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2039	93
"DE-DA_1997_0107"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	106
"DE-DA_1997_0108"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2007	81
"DE-DA_1997_0110"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2007	81
"DE-DA_1997_0111"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2030	92
"DE-DA_1997_0112"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2027	82
"DE-DA_1997_0115"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	80
"DE-DA_1997_0116"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2021	76
"DE-DA_1997_0120"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2016	77
"DE-DA_1997_0122"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2013	81
"DE-DA_1997_0123"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2018	81
"DE-DA_1997_0125"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2016	68
"DE-DA_1997_0126"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2058	95
"DE-DA_1997_0127"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	85
"DE-DA_1997_0128"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2041	77
"DE-DA_1997_0129"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2035	84
"DE-DA_1997_0130"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2000	86
"DE-DA_1997_0131"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	84
"DE-DA_1997_0133"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	76
"DE-DA_1997_0134"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2014	94
"DE-DA_1997_0136"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2034	85
"DE-DA_1997_0139"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2024	75
"DE-DA_1997_0142"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2002	80
"DE-DA_1997_0143"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2031	88
"DE-DA_1997_0144"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2005	71
"DE-DA_1997_0145"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2001	94
"DE-DA_1997_0146"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2025	79
"DE-DA_1997_0147"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	81
"DE-DA_1997_0148"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	92
"DE-DA_1997_0149"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2009	76
"DE-DA_1997_0150"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2014	92
"DE-DA_1997_0151"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2013	86
"DE-DA_1997_0152"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2028	74
"DE-DA_1997_0153"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2041	85
"DE-DA_1997_0156"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2008	87
"DE-DA_1997_0157"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2042	77
"DE-DA_1997_0158"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2005	80
"DE-DA_1997_0159"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	80
"DE-DA_1997_0160"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2038	86
"DE-DA_1997_0161"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	86
"DE-DA_1997_0163"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2024	96
"DE-DA_1997_0164"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2013	90
"DE-DA_1997_0165"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2010	91
"DE-DA_1997_0166"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2029	87
"DE-DA_1997_0167"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2003	75
"DE-DA_1997_0168"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2015	82
"DE-DA_1997_0169"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2037	88
"DE-DA_1997_0172"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2002	73
"DE-DA_1997_0173"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2001	89
"DE-DA_1997_0175"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2039	90
"DE-DA_1997_0179"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2024	84
"DE-DA_1997_0180"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2005	103
"DE-DA_1997_0182"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2023	85
"DE-DA_1997_0183"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2027	72
"DE-DA_1997_0184"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2024	91
"DE-DA_1997_0185"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	91
"DE-DA_1997_0188"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2005	96
"DE-DA_1997_0189"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2028	72
"DE-DA_1997_0190"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2004	81
"DE-DA_1997_0192"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2006	84
"DE-DA_1997_0193"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2020	81
"DE-DA_1997_0195"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2046	77
"DE-DA_1997_0196"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2011	89
"DE-DA_1997_0197"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2008	91
"DE-DA_1997_0199"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2026	82
"DE-DA_1997_0200"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2024	73
"DE-DA_1997_0201"	"DE"	"DA"	"DE-DA"	"1997"	"TRANS"	"T_DIR"	"BEFORE"	2016	76
